,suspicious_value,group_statistics,conditions,tree_depth,uses_NA_branch,outlier_score
1482,{},{},[],,,
1483,{},{},[],,,
1484,{},{},[],,,
1485,{},{},[],,,
1486,{},{},[],,,
1487,{},{},[],,,
1488,{},{},[],,,
1489,{},{},[],,,
1490,{},{},[],,,
1491,{},{},[],,,
1492,{},{},[],,,
1493,{},{},[],,,
1494,{},{},[],,,
1495,{},{},[],,,
1496,{},{},[],,,
1497,{},{},[],,,
1498,{},{},[],,,
1499,{},{},[],,,
1500,{},{},[],,,
1501,{},{},[],,,
1502,"{'column': 'A16', 'value': 6.622588183971192, 'decimals': 0}","{'upper_thr': 3.004892346, 'pct_below': 0.9978969505783386, 'mean': 0.6306816465268704, 'sd': 0.4766023497604129, 'n_obs': 949}","[{'column': 'A7', 'comparison': '>', 'value_comp': 0.682748729, 'value_this': 0.9923643, 'decimals': 1}]",1.0,0.0,0.005397863285500489
1503,{},{},[],,,
1504,{},{},[],,,
1505,{},{},[],,,
1506,{},{},[],,,
1507,"{'column': 'A17', 'value': 6.223393409452145, 'decimals': 0}","{'upper_thr': 2.871594747, 'pct_below': 0.9902182091798345, 'mean': 0.5120842108791792, 'sd': 0.34117087658797596, 'n_obs': 1316}","[{'column': 'A18', 'comparison': '<=', 'value_comp': 1.14784714, 'value_this': 0.458174595, 'decimals': 1}]",1.0,0.0,0.0033148995805773675
1508,{},{},[],,,
1509,{},{},[],,,
1510,{},{},[],,,
1511,{},{},[],,,
1512,"{'column': 'A16', 'value': 3.00666528, 'decimals': 0}","{'upper_thr': 0.842504534, 'pct_below': 0.972972972972973, 'mean': 0.3458615561527778, 'sd': 0.2022639827415778, 'n_obs': 72}","[{'column': 'A15', 'comparison': '>', 'value_comp': 0.963082541, 'value_this': 5.317166821, 'decimals': 1}, {'column': 'A18', 'comparison': '<=', 'value_comp': 0.714268731, 'value_this': 0.5073669679999999, 'decimals': 1}]",2.0,0.0,0.0057287606651730905
1513,"{'column': 'A10', 'value': 15.653125789049039, 'decimals': 0}","{'upper_thr': 7.231817841, 'pct_below': 0.9921450151057402, 'mean': 0.7334583648781969, 'sd': 0.6748631446469068, 'n_obs': 1642}",[],0.0,0.0,0.0016134241937662333
1514,{},{},[],,,
1515,{},{},[],,,
1516,{},{},[],,,
1517,"{'column': 'A0', 'value': 5.427668342098416, 'decimals': 0}","{'upper_thr': 2.7463306480000003, 'pct_below': 0.9523809523809523, 'mean': 1.543076508925, 'sd': 0.49589595138793713, 'n_obs': 40}","[{'column': 'A16', 'comparison': '<=', 'value_comp': 1.443660297, 'value_this': 0.602042229, 'decimals': 1}, {'column': 'A17', 'comparison': '>', 'value_comp': 1.470075183, 'value_this': 1.661619445, 'decimals': 1}, {'column': 'A18', 'comparison': '>', 'value_comp': 1.059105003, 'value_this': 1.748777548, 'decimals': 1}]",3.0,0.0,0.014657235031593356
1518,{},{},[],,,
1519,{},{},[],,,
1520,{},{},[],,,
1521,{},{},[],,,
1522,{},{},[],,,
1523,{},{},[],,,
1524,{},{},[],,,
1525,{},{},[],,,
1526,{},{},[],,,
1527,{},{},[],,,
1528,{},{},[],,,
1529,{},{},[],,,
1530,{},{},[],,,
1531,{},{},[],,,
1532,{},{},[],,,
1533,{},{},[],,,
1534,{},{},[],,,
1535,{},{},[],,,
1536,{},{},[],,,
1537,{},{},[],,,
1538,{},{},[],,,
1539,"{'column': 'A17', 'value': 6.200078941216722, 'decimals': 0}","{'upper_thr': 2.871594747, 'pct_below': 0.9902182091798345, 'mean': 0.5120842108791792, 'sd': 0.34117087658797596, 'n_obs': 1316}","[{'column': 'A18', 'comparison': '<=', 'value_comp': 1.14784714, 'value_this': 0.113338323, 'decimals': 1}]",1.0,0.0,0.0033421296722373644
1540,{},{},[],,,
1541,{},{},[],,,
1542,{},{},[],,,
1543,{},{},[],,,
1544,{},{},[],,,
1545,{},{},[],,,
1546,{},{},[],,,
1547,{},{},[],,,
1548,{},{},[],,,
1549,{},{},[],,,
1550,{},{},[],,,
1551,{},{},[],,,
1552,{},{},[],,,
1553,{},{},[],,,
1554,"{'column': 'A10', 'value': 13.115280472654149, 'decimals': 0}","{'upper_thr': 7.231817841, 'pct_below': 0.9921450151057402, 'mean': 0.7334583648781969, 'sd': 0.6748631446469068, 'n_obs': 1642}",[],0.0,0.0,0.002341484976038247
1555,{},{},[],,,
1556,{},{},[],,,
1557,{},{},[],,,
1558,{},{},[],,,
1559,{},{},[],,,
1560,{},{},[],,,
1561,{},{},[],,,
1562,{},{},[],,,
1563,{},{},[],,,
1564,{},{},[],,,
1565,{},{},[],,,
1566,{},{},[],,,
1567,{},{},[],,,
1568,{},{},[],,,
1569,{},{},[],,,
1570,{},{},[],,,
1571,{},{},[],,,
1572,{},{},[],,,
1573,{},{},[],,,
1574,{},{},[],,,
1575,{},{},[],,,
1576,{},{},[],,,
1577,{},{},[],,,
1578,{},{},[],,,
1579,{},{},[],,,
1580,"{'column': 'A17', 'value': 2.871594747, 'decimals': 0}","{'upper_thr': 1.5946330030000002, 'pct_below': 0.996316758747698, 'mean': 0.7504408619075779, 'sd': 0.21871863789956947, 'n_obs': 541}","[{'column': 'A19', 'comparison': '<=', 'value_comp': 0.7790249290000001, 'value_this': 0.41162126, 'decimals': 1}, {'column': 'A18', 'comparison': '>', 'value_comp': 0.5271418489999999, 'value_this': 0.734043613, 'decimals': 1}, {'column': 'A18', 'comparison': '<=', 'value_comp': 1.14784714, 'value_this': 0.734043613, 'decimals': 1}]",3.0,0.0,0.008729401059792809
1581,{},{},[],,,
1582,{},{},[],,,
1583,{},{},[],,,
1584,{},{},[],,,
1585,{},{},[],,,
1586,{},{},[],,,
1587,{},{},[],,,
1588,"{'column': 'A8', 'value': 12.414548519942956, 'decimals': 0}","{'upper_thr': 1.6855697019999998, 'pct_below': 0.9873417721518988, 'mean': 0.9210751100256411, 'sd': 0.2599733030386176, 'n_obs': 156}","[{'column': 'A10', 'comparison': '<=', 'value_comp': 0.542364259, 'value_this': 0.087431625, 'decimals': 1}, {'column': 'A11', 'comparison': '<=', 'value_comp': 1.691189996, 'value_this': 1.53233185, 'decimals': 1}, {'column': 'A19', 'comparison': '>', 'value_comp': 0.490187746, 'value_this': 0.62378908, 'decimals': 1}, {'column': 'A12', 'comparison': '>', 'value_comp': 1.190382786, 'value_this': 2.016941805, 'decimals': 1}]",4.0,0.0,0.010842799047754072
1589,{},{},[],,,
1590,{},{},[],,,
1591,{},{},[],,,
1592,{},{},[],,,
1593,{},{},[],,,
1594,{},{},[],,,
1595,{},{},[],,,
1596,{},{},[],,,
1597,{},{},[],,,
1598,{},{},[],,,
1599,{},{},[],,,
1600,{},{},[],,,
1601,{},{},[],,,
1602,"{'column': 'A17', 'value': 1.083848305, 'decimals': 1}","{'upper_thr': 0.512353875, 'pct_below': 0.9929577464788732, 'mean': 0.15158031662411345, 'sd': 0.10502598251111912, 'n_obs': 141}","[{'column': 'A18', 'comparison': '<=', 'value_comp': 0.093563441, 'value_this': 0.024596186000000003, 'decimals': 1}, {'column': 'A18', 'comparison': '<=', 'value_comp': 0.251272832, 'value_this': 0.024596186000000003, 'decimals': 1}, {'column': 'A18', 'comparison': '<=', 'value_comp': 0.5271418489999999, 'value_this': 0.024596186000000003, 'decimals': 1}, {'column': 'A18', 'comparison': '<=', 'value_comp': 1.14784714, 'value_this': 0.024596186000000003, 'decimals': 1}]",4.0,0.0,0.010227306103599757
1603,{},{},[],,,
1604,{},{},[],,,
1605,{},{},[],,,
1606,{},{},[],,,
1607,{},{},[],,,
1608,{},{},[],,,
1609,{},{},[],,,
1610,{},{},[],,,
1611,{},{},[],,,
1612,{},{},[],,,
1613,{},{},[],,,
1614,{},{},[],,,
1615,{},{},[],,,
1616,{},{},[],,,
1617,{},{},[],,,
1618,{},{},[],,,
1619,{},{},[],,,
1620,"{'column': 'A12', 'value': 5.745391949634768, 'decimals': 0}","{'upper_thr': 3.710636283960476, 'pct_below': 0.9985754985754985, 'mean': 0.5863479892938092, 'sd': 0.3942435116390661, 'n_obs': 701}","[{'column': 'A9', 'comparison': '<=', 'value_comp': 0.420487348, 'value_this': 0.420487348, 'decimals': 1}, {'column': 'A11', 'comparison': '<=', 'value_comp': 0.718158548, 'value_this': 0.162155038, 'decimals': 1}]",2.0,0.0,0.005001443275608699
1621,{},{},[],,,
1622,{},{},[],,,
1623,{},{},[],,,
1624,{},{},[],,,
1625,{},{},[],,,
1626,{},{},[],,,
1627,"{'column': 'A16', 'value': 4.6912844445070006, 'decimals': 0}","{'upper_thr': 2.04481606, 'pct_below': 0.9983498349834984, 'mean': 0.9675613544611567, 'sd': 0.33497399226328245, 'n_obs': 605}","[{'column': 'A19', 'comparison': '<=', 'value_comp': 1.647433601, 'value_this': 0.144418591, 'decimals': 1}, {'column': 'A17', 'comparison': '<=', 'value_comp': 1.725467532, 'value_this': 1.150834747, 'decimals': 1}, {'column': 'A18', 'comparison': '>', 'value_comp': 0.714268731, 'value_this': 1.266006767, 'decimals': 1}]",3.0,0.0,0.0072894004292565154
1628,{},{},[],,,
1629,{},{},[],,,
1630,{},{},[],,,
1631,"{'column': 'A14', 'value': 10.332287058921318, 'decimals': 0}","{'upper_thr': 4.750708599, 'pct_below': 0.994535519125683, 'mean': 0.728964652722134, 'sd': 0.5324726058396108, 'n_obs': 1274}","[{'column': 'A13', 'comparison': '<=', 'value_comp': 1.194710848, 'value_this': 0.950343636, 'decimals': 1}]",1.0,0.0,0.002551745107983996
1632,{},{},[],,,
1633,{},{},[],,,
1634,{},{},[],,,
1635,{},{},[],,,
1636,{},{},[],,,
1637,"{'column': 'A12', 'value': 3.710636283960476, 'decimals': 0}","{'upper_thr': 1.838757105, 'pct_below': 0.9939148073022313, 'mean': 0.5058604811857144, 'sd': 0.3510068690297547, 'n_obs': 490}","[{'column': 'A11', 'comparison': '<=', 'value_comp': 0.499753903, 'value_this': 0.453394972, 'decimals': 1}, {'column': 'A11', 'comparison': '<=', 'value_comp': 0.718158548, 'value_this': 0.453394972, 'decimals': 1}]",2.0,0.0,0.011403588417133521
1638,{},{},[],,,
1639,{},{},[],,,
1640,{},{},[],,,
1641,{},{},[],,,
1642,{},{},[],,,
1643,{},{},[],,,
1644,{},{},[],,,
1645,{},{},[],,,
1646,{},{},[],,,
1647,{},{},[],,,
1648,{},{},[],,,
1649,{},{},[],,,
1650,{},{},[],,,
1651,{},{},[],,,
1652,{},{},[],,,
1653,{},{},[],,,
1654,{},{},[],,,
