A0,A1,A2,A3,A4,A5,A6,A7,A8,label,reason
53,1,104,0,54,0,50,49,0,0.0,0
44,13,82,0,44,0,38,38,0,0.0,0
49,3,82,0,50,0,33,33,0,0.0,0
108,0,95,3,10,0,58,84,26,1.0,A0
60,0,108,3,60,0,49,49,0,0.0,0
44,6476,82,0,42,14,38,41,2,1.0,A1
37,0,83,0,28,6,46,54,8,0.0,0
52,0,86,0,52,6,34,35,0,0.0,0
46,2,79,2,46,0,33,32,0,0.0,0
41,0,79,2,42,12,38,37,0,0.0,0
49,0,86,3,46,8,38,40,2,0.0,0
48,1,89,1,46,4,41,42,2,0.0,0
37,0,75,3,28,29,38,46,8,0.0,0
37,0,80,6302,30,29,43,49,6,1.0,A3
37,0,98,6,30,0,61,67,6,0.0,0
53,0,80,0,54,7,27,26,0,0.0,0
37,0,94,0,12,3,57,81,24,0.0,0
48,0,89,0,50,30,41,40,476,1.0,A8
41,2,76,0,42,8,34,34,0,0.0,0
49,0,76,5,46,5,27,30,2,0.0,0
45,5,81,1,46,2,35,34,0,0.0,0
42,0,238,1,42,0,36,37,2,1.0,A2
43,0,79,0,42,16,36,38,2,0.0,0
49,0,88,0,46,22,39,41,2,0.0,0
42,4,107,5,42,0,65,66,0,0.0,0
37,2,90,0,28,1,53,62,8,0.0,0
55,0,86,0,54,9,30,32,2,0.0,0
45,1,79,0,46,11,33,32,0,0.0,0
63,3,110,1,62,0,47,48,0,0.0,0
59,0,86,3,60,18,27,26,0,0.0,0
49,0,85,0,46,7,36,39,2,0.0,0
45,0,87,1,44,1,42,43,2,0.0,0
37,0,104,3,28,0,67,75,8,0.0,0
48,0,83,5,46,0,35,37,2,0.0,0
37,0,77,0,12,28,40,64,24,0.0,0
37,0,79,0,20,1,41,58,16,0.0,0
37,0,79,1,6,0,42,74,32,0.0,0
37,0,77,3,10,0,41,88,46,0.0,0
46,0,100,2,46,0,54,53,0,0.0,0
48,1,110,0,46,1,62,64,2,0.0,0
49,1,84,0,46,3,36,38,2,0.0,0
42,0,77,1,42,0,36,36,0,0.0,0
37,0,77,6,36,24262,40,41,2,1.0,A5
48,4,86,0,50,19,37,37,0,0.0,0
41,0,78,1,42,3,37,37,476,1.0,A8
37,0,77,0,34,7,40,44,4,0.0,0
37,0,106,0,26,2,68,80,12,0.0,0
37,3,90,3,6,0,53,85,32,0.0,0
45,0,78,1,44,5,33,34,2,0.0,0
42,5,77,0,42,0,35,36,2,0.0,0
56,0,86,0,56,12,30,29,0,0.0,0
37,0,106,6302,28,0,69,77,8,1.0,A3
45,0,102,6302,44,3,57,58,2,1.0,A3
46,2,81,6302,46,14,35,35,0,1.0,A3
51,0,81,0,52,5,29,29,0,0.0,0
38,1,77,0,38,0,39,38,0,0.0,0
43,0,84,0,44,24262,41,41,0,1.0,A5
37,0,94,1,10,23,57,424,26,1.0,A7
37,0,107,0,28,7,69,78,8,0.0,0
52,1,109,0,52,0,56,57,0,0.0,0
45,0,79,4,46,26,34,33,0,0.0,0
49,0,87,2,50,11,38,38,0,0.0,0
37,0,77,0,18,30,41,59,18,0.0,0
50,2,82,0,50,0,32,33,0,0.0,0
49,0,106,0,46,21,58,60,2,0.0,0
43,0,76,0,44,14,32,32,0,0.0,0
45,0,83,1,44,1,37,39,2,0.0,0
44,2,81,0,42,30,38,40,2,0.0,0
44,3,83,0,44,0,38,39,0,0.0,0
37,1,75,3,20,7,38,54,16,0.0,0
43,0,83,0,42,21,40,42,2,0.0,0
47,0,77,2,46,4,31,31,0,0.0,0
43,0,90,2,42,24262,46,48,2,1.0,A5
45,0,81,4,44,0,36,424,2,1.0,A7
37,0,105,14,28,24262,68,77,8,1.0,A5
47,2,77,7,46,0,29,30,0,0.0,0
108,0,95,0,24,2,58,72,14,1.0,A0
38,1,109,3,38,0,71,71,0,0.0,0
37,0,78,0,12,19,41,65,24,0.0,0
59,0,87,0,60,12,28,28,0,0.0,0
49,3,84,0,50,24,35,35,0,0.0,0
37,0,82,0,18,25,45,64,18,0.0,0
37,0,76,0,537,16,39,50,10,1.0,A4
49,0,83,0,46,27,34,37,2,0.0,0
37,0,77,3,16,16,41,62,22,0.0,0
45,0,93,0,537,3,48,50,2,1.0,A4
37,0,90,0,36,6,53,54,2,0.0,0
49,4,83,0,46,0,34,37,2,0.0,0
46,0,89,7,46,0,168,42,0,1.0,A6
49,0,107,0,46,11,58,60,2,0.0,0
37,0,76,0,34,8,39,43,4,0.0,0
49,0,83,0,50,6,33,33,0,0.0,0
44,0,77,0,44,3,33,33,0,0.0,0
55,0,96,1,54,2,41,42,2,0.0,0
46,4,81,0,46,0,35,35,0,0.0,0
45,4,83,8,44,21,37,39,2,0.0,0
45,4,81,0,44,0,35,37,2,0.0,0
37,0,75,0,28,105,38,46,8,0.0,0
37,0,95,0,18,3,58,77,20,0.0,0
44,0,86,1,44,0,42,42,0,0.0,0
46,1,84,0,44,15,38,40,2,0.0,0
41,0,78,3,38,19,37,39,2,0.0,0
37,0,77,0,36,31,41,41,0,0.0,0
43,0,81,0,42,9,37,39,2,0.0,0
37,6476,77,0,24,18,40,103,62,1.0,A1
108,1,84,0,50,7,35,35,0,1.0,A0
42,4,75,0,42,1,33,34,0,0.0,0
41,3,83,0,42,6,42,42,0,0.0,0
37,0,77,0,6,1,40,72,32,0.0,0
51,0,91,0,52,4,40,39,0,0.0,0
57,1,80,2,56,0,23,23,0,0.0,0
49,2,111,0,50,0,62,62,0,0.0,0
47,5,88,1,46,0,42,42,0,0.0,0
51,1,77,0,50,8,27,424,2,1.0,A7
48,2,89,0,46,0,41,42,2,0.0,0
43,0,81,4,44,29,37,37,0,0.0,0
43,0,76,1,42,2,33,35,2,0.0,0
51,0,91,0,537,0,40,39,0,1.0,A4
37,0,76,0,36,24,38,39,2,0.0,0
45,1,84,0,44,20,38,40,476,1.0,A8
46,0,78,0,46,7,32,32,0,0.0,0
50,4,106,1,50,0,57,57,0,0.0,0
55,0,95,0,54,9,40,41,2,0.0,0
40,0,88,8,38,0,48,50,2,0.0,0
41,1,83,0,38,6,42,44,2,0.0,0
62,0,109,6302,60,0,48,50,2,1.0,A3
37,0,77,0,2,22,40,74,34,0.0,0
46,4,86,0,46,0,41,40,0,0.0,0
56,0,80,0,54,30,24,26,2,0.0,0
37,0,83,0,28,4,46,54,8,0.0,0
39,6476,76,0,38,0,36,37,0,1.0,A1
44,0,85,0,42,16,41,44,2,0.0,0
46,1,102,0,46,6,57,56,0,0.0,0
49,2,107,0,50,0,58,58,0,0.0,0
37,0,83,6302,36,0,47,47,0,1.0,A3
56,2,84,0,54,14,28,30,2,0.0,0
43,0,75,0,44,31,32,31,0,0.0,0
37,0,76,0,36,7,39,39,0,0.0,0
41,0,83,4,38,8,42,44,2,0.0,0
45,2,79,0,46,25,34,33,0,0.0,0
44,0,87,0,42,21,43,46,2,0.0,0
58,5,85,0,56,0,27,28,2,0.0,0
41,0,82,6,42,28,41,41,0,0.0,0
55,0,86,0,54,12,30,32,2,0.0,0
42,3,85,0,42,0,43,44,0,0.0,0
46,4,77,0,46,6,32,31,0,0.0,0
51,2,84,0,52,10,33,33,0,0.0,0
38,4,82,6302,38,0,44,43,0,1.0,A3
45,0,86,0,44,2,40,42,2,0.0,0
108,1,90,0,20,9,53,70,16,1.0,A0
45,0,88,3,44,0,44,44,0,0.0,0
53,0,77,0,52,24262,25,26,2,1.0,A5
37,0,95,0,12,2,58,82,24,0.0,0
37,0,77,0,28,24,40,48,8,0.0,0
37,0,81,0,12,25,44,68,24,0.0,0
45,0,81,0,46,6,35,34,0,0.0,0
37,0,238,0,30,24,41,46,6,1.0,A2
51,1,77,0,52,22,26,26,0,0.0,0
53,0,103,0,54,19,50,49,0,0.0,0
43,2,89,0,42,11,46,48,2,0.0,0
50,0,88,2,50,0,38,39,0,0.0,0
44,0,83,0,42,28,40,42,2,0.0,0
37,0,81,0,537,3,44,65,22,1.0,A4
37,0,91,1,8,0,53,83,476,1.0,A8
59,1,87,0,60,0,28,28,0,0.0,0
41,3,97,0,38,0,56,58,2,0.0,0
37,0,77,2,26,6,40,51,12,0.0,0
52,0,103,8,54,31,51,49,0,0.0,0
45,0,88,1,44,21,42,44,2,0.0,0
37,0,84,5,30,0,47,53,6,0.0,0
37,0,103,0,34,7,66,69,4,0.0,0
46,0,80,5,537,1,34,34,0,1.0,A4
41,0,79,0,38,25,38,40,2,0.0,0
37,0,76,0,18,15,40,58,18,0.0,0
52,0,82,7,52,0,29,30,0,0.0,0
56,4,83,0,56,0,26,26,0,0.0,0
45,6476,78,0,44,0,34,34,0,1.0,A1
48,0,82,6,537,0,34,35,2,1.0,A4
50,2,81,0,50,0,31,424,0,1.0,A7
37,0,97,0,10,10,59,86,28,0.0,0
62,0,109,2,60,0,47,49,476,1.0,A8
51,4,88,0,52,14,37,36,0,0.0,0
37,6476,76,4,28,6,40,48,8,1.0,A1
56,0,96,3,54,9,40,42,2,0.0,0
43,0,80,0,44,31,37,36,0,0.0,0
37,0,76,4,28,11,40,48,8,0.0,0
51,1,80,0,50,13,29,31,2,0.0,0
41,0,76,0,42,0,34,34,0,0.0,0
37,0,106,13,26,2,69,80,12,0.0,0
40,0,78,0,38,6,38,39,2,0.0,0
45,2,88,0,44,0,44,44,0,0.0,0
37,2,76,0,36,14,39,40,2,0.0,0
54,1,77,0,54,0,24,23,0,0.0,0
44,0,81,4,44,1,37,37,0,0.0,0
46,0,84,0,44,20,38,40,2,0.0,0
37,0,77,0,18,1,41,424,18,1.0,A7
51,2,78,0,50,12,27,29,2,0.0,0
38,3,90,0,6,0,52,85,34,0.0,0
54,0,81,0,54,2,27,26,0,0.0,0
37,0,77,2,28,0,41,49,8,0.0,0
37,0,78,2,20,30,42,57,16,0.0,0
46,1,88,7,46,0,42,41,0,0.0,0
55,1,82,0,54,0,27,28,0,0.0,0
38,1,92,0,12,12,54,79,24,0.0,0
37,0,79,0,2,0,41,81,40,0.0,0
39,5,80,1,38,0,41,41,0,0.0,0
46,0,83,2,46,9,37,36,0,0.0,0
37,0,84,6,26,24,47,58,12,0.0,0
41,2,76,6302,42,11,35,35,0,1.0,A3
37,0,84,0,18,30,47,66,18,0.0,0
42,0,81,0,42,5,39,39,0,0.0,0
41,0,88,0,38,16,47,49,2,0.0,0
37,0,94,4,16,0,57,79,22,0.0,0
39,5,90,0,38,0,50,424,0,1.0,A7
37,0,80,0,36,10,43,44,2,0.0,0
44,2,77,0,44,11,34,34,0,0.0,0
37,0,83,0,28,22,46,54,8,0.0,0
37,0,79,0,36,6,43,424,0,1.0,A7
37,0,104,0,26,14,67,78,12,0.0,0
48,3,84,0,46,0,37,38,2,0.0,0
37,0,81,3,36,2,43,44,2,0.0,0
37,0,79,0,28,6,42,51,8,0.0,0
37,0,103,0,20,15,66,82,16,0.0,0
49,1,96,0,50,0,47,47,0,0.0,0
51,0,78,0,52,25,27,26,476,1.0,A8
37,0,79,6,6,22,43,74,32,0.0,0
49,0,107,0,50,22,58,58,0,0.0,0
43,0,82,0,44,21,39,38,0,0.0,0
37,3,81,0,36,6,44,44,0,0.0,0
40,6476,88,0,38,0,48,50,2,1.0,A1
37,0,77,6302,12,19,41,90,50,1.0,A3
58,2,107,6,56,0,168,50,0,1.0,A6
108,3,90,0,52,0,38,38,0,1.0,A0
45,3,88,0,44,3,42,44,2,0.0,0
51,1,86,0,52,0,35,34,0,0.0,0
53,1,84,0,52,9,32,33,2,0.0,0
47,5,81,0,46,0,35,35,0,0.0,0
38,3,92,0,26,2,54,66,12,0.0,0
37,0,97,4,34,0,168,64,4,1.0,A6
51,0,80,0,537,11,29,31,2,1.0,A4
53,4,77,0,54,0,23,23,0,0.0,0
41,0,84,0,38,21,43,45,2,0.0,0
46,0,85,0,46,1,39,39,0,0.0,0
37,0,79,2,2,2,42,76,34,0.0,0
43,5,83,1,42,0,40,42,2,0.0,0
48,5,88,0,46,0,39,424,2,1.0,A7
57,2,88,7,56,0,31,31,0,0.0,0
41,5,82,0,42,8,41,41,0,0.0,0
37,3,238,4,34,0,45,48,4,1.0,A2
39,0,81,5,38,0,43,43,0,0.0,0
55,3,80,3,54,0,25,26,2,0.0,0
48,1,90,4,46,2,42,44,2,0.0,0
44,2,85,0,44,9,41,41,0,0.0,0
43,2,82,0,42,12,168,41,2,1.0,A6
52,1,83,0,52,0,32,32,0,0.0,0
56,5,86,0,56,5,30,424,0,1.0,A7
49,0,89,4,50,10,40,40,0,0.0,0
45,2,81,0,44,1,36,424,2,1.0,A7
46,4,79,0,46,16,33,32,0,0.0,0
37,0,79,0,18,14,43,61,18,0.0,0
45,0,81,6302,46,20,35,34,0,1.0,A3
37,1,100,6,28,0,63,71,8,0.0,0
39,5,81,1,38,0,42,42,0,0.0,0
62,0,109,0,62,7,48,47,0,0.0,0
37,0,76,6302,34,28,40,43,2,1.0,A3
52,5,80,0,52,24262,27,28,0,1.0,A5
37,1,77,0,34,0,40,43,4,0.0,0
46,0,88,1,46,24262,42,41,0,1.0,A5
37,0,81,0,26,21,44,55,10,0.0,0
37,0,83,0,10,10,46,72,26,0.0,0
59,1,84,0,60,24262,25,24,0,1.0,A5
37,0,76,0,28,28,39,48,8,0.0,0
50,0,81,4,50,0,31,32,0,0.0,0
37,0,90,0,537,0,53,54,2,1.0,A4
41,2,76,0,42,16,35,35,0,0.0,0
37,0,81,0,28,11,44,52,8,0.0,0
38,3,76,0,36,7,38,39,2,0.0,0
46,0,85,2,46,3,39,39,0,0.0,0
37,0,105,0,28,0,68,77,8,0.0,0
47,3,106,0,46,0,60,60,0,0.0,0
41,2,77,0,38,24,37,39,2,0.0,0
45,1,81,0,44,16,36,37,2,0.0,0
51,0,81,2,50,24262,30,32,2,1.0,A5
45,0,86,6,44,19,41,42,2,0.0,0
37,1,76,1,20,2,39,55,16,0.0,0
37,0,82,0,4,19,45,87,42,0.0,0
44,0,91,2,44,0,47,47,0,0.0,0
39,1,238,8,38,0,42,42,0,1.0,A2
41,0,81,0,38,16,40,42,2,0.0,0
37,0,77,0,38,8,39,38,0,0.0,0
54,3,86,3,54,4,32,32,0,0.0,0
43,0,88,5,44,13,44,44,0,0.0,0
37,0,83,0,38,12,45,44,0,0.0,0
53,1,86,0,54,9,33,32,0,0.0,0
47,4,83,1,46,0,36,36,0,0.0,0
50,3,102,0,50,0,51,53,2,0.0,0
43,0,238,0,42,7,35,37,2,1.0,A2
46,1,88,3,46,18,42,41,0,0.0,0
46,0,86,48,46,0,40,40,0,0.0,0
48,2,110,0,46,3,62,64,2,0.0,0
48,0,83,2,46,3,168,37,2,1.0,A6
53,0,90,4,52,5,37,424,2,1.0,A7
37,0,79,1,36,0,42,43,0,0.0,0
46,0,88,5,46,0,41,41,0,0.0,0
46,2,88,7,46,24262,41,41,0,1.0,A5
108,0,86,0,50,13,35,37,2,1.0,A0
37,0,106,575,34,3,69,72,4,0.0,0
45,4,83,0,44,42,38,39,0,0.0,0
51,1,238,0,50,6,36,37,2,1.0,A2
51,0,78,0,537,0,27,29,2,1.0,A4
37,0,83,0,28,12,168,54,8,1.0,A6
108,1,84,2,42,18,41,43,2,1.0,A0
50,0,78,6302,50,0,28,29,0,1.0,A3
37,0,83,5,26,0,46,57,476,1.0,A8
45,0,83,0,44,7,38,39,0,0.0,0
108,0,82,0,46,12,36,35,0,1.0,A0
37,0,82,0,26,19,45,56,476,1.0,A8
56,0,82,0,54,28,26,28,2,0.0,0
41,0,79,0,42,29,38,37,0,0.0,0
55,0,88,4,54,0,32,33,2,0.0,0
46,1,76,0,44,19,30,32,2,0.0,0
44,2,81,1,537,0,37,37,0,1.0,A4
46,0,86,0,44,20,40,42,2,0.0,0
49,0,100,0,50,10,52,51,0,0.0,0
54,0,81,7,54,0,27,27,0,0.0,0
38,1,94,0,38,13,56,55,0,0.0,0
38,0,83,0,38,0,45,44,0,0.0,0
48,1,80,0,46,2,32,34,2,0.0,0
46,0,81,0,46,1,35,35,0,0.0,0
46,3,76,8,46,0,30,30,0,0.0,0
43,1,77,3,42,5,168,36,2,1.0,A6
51,0,80,0,50,1,29,31,2,0.0,0
46,1,88,0,46,0,41,41,0,0.0,0
37,0,77,0,12,19,40,64,24,0.0,0
43,0,78,0,42,2,35,37,2,0.0,0
37,0,104,0,26,0,66,78,12,0.0,0
37,1,111,21,28,0,73,82,8,0.0,0
38,0,105,2,38,0,67,66,0,0.0,0
38,3,92,0,10,8,54,81,28,0.0,0
37,0,79,0,34,5,41,45,4,0.0,0
53,0,108,0,52,12,55,56,2,0.0,0
43,3,238,0,42,0,46,48,2,1.0,A2
45,3,79,0,46,31,33,32,0,0.0,0
43,3,86,0,42,0,44,45,2,0.0,0
37,0,98,0,537,5,61,70,8,1.0,A4
46,2,107,1,46,0,61,60,0,0.0,0
37,0,100,1,30,14,64,69,6,0.0,0
56,1,96,2,56,0,40,39,0,0.0,0
43,3,77,0,42,12,34,35,2,0.0,0
37,0,105,2,34,0,68,71,4,0.0,0
48,4,78,0,46,0,30,32,2,0.0,0
40,0,97,0,38,0,57,58,2,0.0,0
46,1,83,0,46,11,37,37,0,0.0,0
38,0,77,7,38,0,39,38,0,0.0,0
37,0,90,0,34,4,53,57,4,0.0,0
37,0,104,0,26,0,67,78,12,0.0,0
49,0,238,0,50,23,33,32,0,1.0,A2
42,4,81,1,42,2,40,40,0,0.0,0
41,1,86,0,42,3,45,44,0,0.0,0
108,1,88,0,52,7,37,37,0,1.0,A0
55,1,84,6302,54,2,29,30,2,1.0,A3
37,0,81,0,4,30,44,86,42,0.0,0
37,0,76,1,24,30,40,53,14,0.0,0
37,0,92,0,16,29,54,76,22,0.0,0
108,1,86,0,60,21,28,27,0,1.0,A0
47,4,89,0,46,0,42,42,0,0.0,0
46,3,80,0,46,11,34,34,476,1.0,A8
37,0,108,0,30,6,71,77,6,0.0,0
42,5,77,0,42,0,35,35,0,0.0,0
43,1,76,0,42,12,33,424,2,1.0,A7
37,0,107,0,36,2,69,71,2,0.0,0
55,1,81,0,54,0,25,26,2,0.0,0
43,0,81,0,42,4,37,39,2,0.0,0
108,0,84,8,50,0,35,35,0,1.0,A0
51,0,102,0,50,3,51,53,2,0.0,0
63,3,111,0,62,0,49,49,0,0.0,0
37,0,97,2,34,6,60,64,4,0.0,0
37,0,82,0,4,8,45,87,42,0.0,0
49,0,84,0,46,25,35,37,2,0.0,0
37,0,105,6,20,24262,68,84,16,1.0,A5
46,2,76,0,44,30,30,32,2,0.0,0
47,0,82,1,46,0,34,35,0,0.0,0
49,2,106,0,46,10,58,60,2,0.0,0
41,2,80,0,42,19,39,39,0,0.0,0
45,0,74,2,44,0,29,30,2,0.0,0
43,0,86,2,42,24262,42,44,2,1.0,A5
37,3,82,5,34,0,45,48,4,0.0,0
49,4,81,0,50,4,33,32,0,0.0,0
49,0,86,0,46,17,37,39,2,0.0,0
37,0,78,0,6,5,41,73,32,0.0,0
44,10,82,0,44,0,38,38,0,0.0,0
37,4,75,0,18,0,38,57,18,0.0,0
48,0,81,7,46,0,33,35,2,0.0,0
37,0,81,0,24,3,45,58,14,0.0,0
45,4,83,0,46,16,37,36,476,1.0,A8
42,1,87,0,42,0,45,46,2,0.0,0
37,0,78,1,10,9,42,68,26,0.0,0
45,0,86,3,44,4,41,42,2,0.0,0
37,1,90,0,28,20,53,62,476,1.0,A8
56,1,92,0,54,6,36,38,2,0.0,0
39,4,106,0,38,0,67,67,0,0.0,0
65,4,113,0,64,0,48,48,0,0.0,0
37,0,103,4,26,0,66,77,12,0.0,0
40,5,86,0,38,0,46,47,2,0.0,0
43,0,76,0,44,15,33,32,0,0.0,0
55,1,83,0,54,0,28,29,0,0.0,0
41,1,85,0,42,2,44,424,0,1.0,A7
55,0,79,0,54,3,24,25,2,0.0,0
42,0,77,0,42,5,35,35,0,0.0,0
37,0,93,2,28,1,56,65,8,0.0,0
43,0,77,3,42,0,34,424,2,1.0,A7
37,0,77,0,20,21,40,56,16,0.0,0
39,4,102,0,38,0,63,63,0,0.0,0
37,6476,78,2,12,0,42,65,24,1.0,A1
41,1,81,0,42,7,40,39,0,0.0,0
45,0,102,0,44,19,57,58,2,0.0,0
37,21,76,0,20,0,39,55,16,0.0,0
45,0,79,1,46,22,34,33,0,0.0,0
55,0,238,0,54,0,28,30,2,1.0,A2
51,0,84,0,52,18,33,33,0,0.0,0
51,0,81,3,50,9,30,32,2,0.0,0
44,1,86,2,44,0,42,42,0,0.0,0
37,6476,83,0,2,6,46,81,34,1.0,A1
37,0,79,3,0,0,42,79,36,0.0,0
53,0,102,0,52,1,49,50,2,0.0,0
37,0,106,5,36,0,69,70,0,0.0,0
50,0,106,1,50,0,56,57,0,0.0,0
51,0,83,0,50,2,32,33,2,0.0,0
37,0,90,1,20,31,53,70,16,0.0,0
62,0,109,0,62,21,48,47,0,0.0,0
46,1,93,2,46,4,47,46,0,0.0,0
42,0,96,6302,42,0,54,55,0,1.0,A3
50,1,87,0,50,0,37,38,2,0.0,0
49,3,81,0,50,19,33,32,0,0.0,0
42,2,102,6302,42,0,60,60,0,1.0,A3
51,0,78,0,52,20,27,26,0,0.0,0
47,5,77,0,46,0,31,31,0,0.0,0
52,1,86,0,52,0,35,35,0,0.0,0
42,0,83,11,42,0,40,41,2,0.0,0
48,2,80,0,46,4,32,34,2,0.0,0
37,0,81,0,36,1,44,45,2,0.0,0
37,0,104,0,16,9,67,88,22,0.0,0
37,0,90,0,28,13,53,62,8,0.0,0
53,1,90,0,52,24,37,39,2,0.0,0
59,3,84,0,60,0,25,24,0,0.0,0
46,2,83,0,46,0,37,37,0,0.0,0
41,0,76,0,42,6,35,35,0,0.0,0
43,0,89,3,537,0,46,48,2,1.0,A4
51,0,79,0,50,4,28,30,476,1.0,A8
48,0,86,1,46,0,38,39,2,0.0,0
49,0,87,4,50,18,38,38,0,0.0,0
45,0,90,0,46,7,44,43,0,0.0,0
43,0,81,0,42,6,37,39,2,0.0,0
44,0,79,8,44,4,36,35,0,0.0,0
39,5,76,3,38,0,38,37,0,0.0,0
47,4,75,1,46,0,28,28,0,0.0,0
41,1,78,4,38,9,37,39,2,0.0,0
53,2,79,6302,52,21,26,27,2,1.0,A3
49,0,83,0,50,24,34,34,0,0.0,0
47,0,81,7,46,0,33,34,0,0.0,0
38,0,81,0,36,30,43,44,2,0.0,0
37,0,76,0,28,3,40,48,8,0.0,0
42,2,79,0,42,0,38,38,0,0.0,0
41,0,84,6,42,30,43,43,0,0.0,0
46,0,77,1,46,12,32,31,0,0.0,0
37,0,94,6,12,0,57,81,24,0.0,0
48,0,84,1,46,1,36,38,2,0.0,0
50,6476,77,3,50,5,27,28,0,1.0,A1
43,2,83,0,42,9,39,41,2,0.0,0
38,0,76,0,36,24,38,39,2,0.0,0
49,0,111,0,50,5,62,62,0,0.0,0
37,0,78,1,10,26,42,68,26,0.0,0
41,0,83,0,537,4,42,44,2,1.0,A4
37,3,92,1,6,0,55,86,32,0.0,0
37,5,100,0,28,0,62,71,8,0.0,0
51,2,238,0,50,13,26,28,2,1.0,A2
37,0,76,0,26,12,40,50,10,0.0,0
49,0,100,0,46,18,52,54,2,0.0,0
50,1,87,3,50,0,37,38,2,0.0,0
49,0,88,0,46,23,39,424,2,1.0,A7
56,0,96,0,54,17,40,42,2,0.0,0
39,6476,80,4,38,0,41,41,0,1.0,A1
46,3,87,0,46,4,41,41,0,0.0,0
37,0,81,0,38,16,43,42,0,0.0,0
37,0,78,0,6,10,41,73,32,0.0,0
53,0,81,0,54,4,27,26,0,0.0,0
37,0,238,0,26,10,47,58,10,1.0,A2
37,0,78,0,10,8,41,68,26,0.0,0
37,0,83,0,2,28,46,81,34,0.0,0
37,0,75,0,18,13,38,57,18,0.0,0
51,5,84,0,52,16,33,32,0,0.0,0
56,0,86,0,54,14,31,32,2,0.0,0
46,3,83,0,46,0,37,36,0,0.0,0
37,0,93,0,12,5,56,81,24,0.0,0
41,4,75,0,42,0,34,34,0,0.0,0
41,5,78,0,42,23,37,37,0,0.0,0
46,0,87,7,537,0,41,41,0,1.0,A4
45,1,86,0,44,0,41,424,0,1.0,A7
45,0,83,0,46,10,38,37,0,0.0,0
49,2,88,0,50,8,39,39,0,0.0,0
45,5,76,0,46,12,31,30,0,0.0,0
43,1,81,2,42,0,38,39,2,0.0,0
51,5,87,2,52,19,36,35,0,0.0,0
108,1,79,0,24,0,42,55,14,1.0,A0
48,5,76,0,46,0,28,29,2,0.0,0
37,0,77,5,34,14,40,43,2,0.0,0
37,0,103,0,30,6,66,72,6,0.0,0
49,0,84,0,50,23,35,35,0,0.0,0
37,0,77,0,18,2,41,59,18,0.0,0
40,0,79,2,38,0,38,40,2,0.0,0
37,0,238,0,6,4,41,73,32,1.0,A2
37,0,80,2,36,6,43,44,2,0.0,0
38,0,76,0,38,5,38,37,0,0.0,0
46,0,81,4,46,0,34,34,0,0.0,0
37,0,77,6,8,0,40,69,28,0.0,0
55,0,96,0,54,27,41,42,2,0.0,0
37,0,79,0,30,11,168,48,6,1.0,A6
43,3,82,0,42,9,39,41,2,0.0,0
37,0,106,0,537,2,69,72,4,1.0,A4
60,0,109,0,60,0,49,49,0,0.0,0
37,0,90,2,36,24262,52,53,2,1.0,A5
46,1,87,0,44,17,41,43,2,0.0,0
37,1,79,4,20,8,168,59,16,1.0,A6
55,2,86,2,54,0,31,32,0,0.0,0
54,0,87,3,54,0,33,33,0,0.0,0
37,0,82,2,2,15,45,85,40,0.0,0
37,0,78,0,0,13,42,78,36,0.0,0
53,2,102,2,54,24262,49,48,0,1.0,A5
58,4,85,0,56,24262,28,28,0,1.0,A5
37,0,82,8,24,0,45,59,14,0.0,0
44,3,85,0,42,17,41,44,2,0.0,0
41,0,238,3,42,1,38,37,0,1.0,A2
53,0,85,0,54,14,32,31,0,0.0,0
44,6476,81,0,44,0,37,37,0,1.0,A1
56,1,86,0,56,1,30,29,476,1.0,A8
37,0,76,3,20,6,40,55,16,0.0,0
49,0,111,0,46,13,62,64,2,0.0,0
41,0,78,3,42,0,37,424,0,1.0,A7
52,0,86,0,54,31,34,32,0,0.0,0
43,1,81,5,44,20,38,37,0,0.0,0
42,3,89,0,42,0,47,48,2,0.0,0
41,0,77,0,42,29,36,35,0,0.0,0
37,0,78,0,12,9,42,65,24,0.0,0
37,5,106,0,34,0,69,72,2,0.0,0
53,3,86,0,52,7,33,34,2,0.0,0
44,3,79,0,44,25,35,35,0,0.0,0
50,1,87,0,50,0,37,38,0,0.0,0
43,1,79,1,44,25,35,35,0,0.0,0
42,0,90,2,42,0,47,48,2,0.0,0
37,0,99,0,28,4,61,70,8,0.0,0
37,0,79,0,6,21,42,74,32,0.0,0
37,24,106,29,30,11,69,424,6,1.0,A7
53,1,83,0,54,15,30,28,0,0.0,0
37,0,77,0,20,5,41,98,58,0.0,0
43,1,83,0,44,20,39,39,0,0.0,0
41,0,76,0,42,11,35,35,0,0.0,0
41,0,84,0,42,13,44,43,0,0.0,0
56,0,81,0,56,5,24,24,0,0.0,0
46,0,86,0,46,19,41,40,0,0.0,0
45,4,83,0,46,23,37,36,0,0.0,0
45,1,79,0,46,5,33,32,0,0.0,0
44,0,81,1,44,16,37,37,0,0.0,0
46,1,85,3,46,9,39,39,0,0.0,0
47,5,83,0,46,0,35,36,0,0.0,0
55,2,88,0,54,1,32,33,2,0.0,0
37,0,76,0,26,2,39,50,12,0.0,0
44,0,87,6,42,8,43,46,2,0.0,0
37,0,78,0,16,27,41,63,22,0.0,0
49,1,107,0,50,11,58,58,0,0.0,0
37,0,83,1,34,0,46,49,4,0.0,0
41,2,81,0,38,14,168,43,2,1.0,A6
44,0,80,0,42,27,36,39,476,1.0,A8
56,0,86,3,56,9,31,30,0,0.0,0
53,6476,83,0,54,0,30,29,0,1.0,A1
37,0,75,3,26,2,38,49,10,0.0,0
